#   1 X                Object position along x                                    [pixel]
#   2 Y                Object position along y                                    [pixel]
#   3 MAG              Object magnitude                                           [AB]
#   4 TYPE             Object type                                                [0=star, others=FITS]
#   5 ORIENTATION      Objects orientation                                        [deg]
1988.349840 1344.517104 18.527054 0 0.000000 
1287.604388 1250.404357 18.549098 0 0.000000 
1611.210293 1029.943437 18.571142 0 0.000000 
1153.305292 154.528943 18.593186 0 0.000000 
143.163952 1329.113385 18.615230 0 0.000000 
1035.867609 173.872058 18.637275 0 0.000000 
854.958215 198.095948 18.659319 0 0.000000 
1892.092734 922.957030 18.681363 0 0.000000 
730.982164 503.411896 18.703407 0 0.000000 
353.328307 1559.590128 18.725451 0 0.000000 
75.782264 272.418843 18.747495 0 0.000000 
926.540616 1814.886754 18.769539 0 0.000000 
332.561080 1572.065026 18.791583 0 0.000000 
1384.759029 1647.315516 18.813627 0 0.000000 
1923.619390 809.253259 18.835671 0 0.000000 
426.634956 622.539689 18.857715 0 0.000000 
609.091683 16.431915 18.879760 0 0.000000 
2020.185232 1482.080346 18.901804 0 0.000000 
1044.956846 1861.052386 18.923848 0 0.000000 
1059.653679 1974.950126 18.945892 0 0.000000 
841.879631 1490.111712 18.967936 0 0.000000 
1585.373607 1422.126182 18.989980 0 0.000000 
908.791646 1030.975931 19.012024 0 0.000000 
1135.140769 750.304371 19.034068 0 0.000000 
1048.153419 581.523286 19.056112 0 0.000000 
1942.777839 1461.825108 19.078156 0 0.000000 
853.225305 1803.119155 19.100200 0 0.000000 
1187.701987 1441.945826 19.122244 0 0.000000 
1344.572345 179.248216 19.144289 0 0.000000 
1680.640090 1363.262253 19.166333 0 0.000000 
1291.476610 174.832126 19.188377 0 0.000000 
1760.758708 1311.601336 19.210421 0 0.000000 
239.726598 898.952324 19.232465 0 0.000000 
1301.683918 700.898857 19.254509 0 0.000000 
475.323384 1914.113016 19.276553 0 0.000000 
1708.183990 273.247550 19.298597 0 0.000000 
721.185381 1790.585504 19.320641 0 0.000000 
1068.260518 258.070383 19.342685 0 0.000000 
555.151421 788.131967 19.364729 0 0.000000 
795.667554 1899.786385 19.386774 0 0.000000 
1674.574418 682.493751 19.408818 0 0.000000 
191.019592 884.404014 19.430862 0 0.000000 
302.650376 1517.562459 19.452906 0 0.000000 
172.748113 1711.172292 19.474950 0 0.000000 
405.492395 182.735982 19.496994 0 0.000000 
309.465282 41.801249 19.519038 0 0.000000 
600.478062 1397.803597 19.541082 0 0.000000 
2040.570130 1220.588265 19.563126 0 0.000000 
614.367171 1272.570911 19.585170 0 0.000000 
1338.024929 1477.362416 19.607214 0 0.000000 
618.400721 733.983413 19.629259 0 0.000000 
1194.334826 73.555665 19.651303 0 0.000000 
332.868873 1362.868419 19.673347 0 0.000000 
281.531256 643.765593 19.695391 0 0.000000 
175.605937 1940.285842 19.717435 0 0.000000 
1746.324143 1126.836137 19.739479 0 0.000000 
615.538110 67.987281 19.761523 0 0.000000 
72.719378 1793.738624 19.783567 0 0.000000 
158.298218 1293.116401 19.805611 0 0.000000 
1803.407180 1162.627625 19.827655 0 0.000000 
352.786343 888.411468 19.849699 0 0.000000 
134.446613 1211.093259 19.871743 0 0.000000 
934.940434 84.466416 19.893788 0 0.000000 
1911.709225 361.980856 19.915832 0 0.000000 
1483.600205 827.259257 19.937876 0 0.000000 
672.351567 212.971810 19.959920 0 0.000000 
1445.157871 866.800965 19.981964 0 0.000000 
807.272957 1751.949206 20.004008 0 0.000000 
401.251902 464.488203 20.026052 0 0.000000 
221.162648 1400.889275 20.048096 0 0.000000 
652.771959 1947.115050 20.070140 0 0.000000 
105.310678 95.568036 20.092184 0 0.000000 
1374.188902 1285.802620 20.114228 0 0.000000 
1435.021491 961.898687 20.136273 0 0.000000 
662.360302 1062.355966 20.158317 0 0.000000 
272.394798 986.047524 20.180361 0 0.000000 
85.421807 1846.976726 20.202405 0 0.000000 
1760.845884 2002.795897 20.224449 0 0.000000 
1878.230600 103.102098 20.246493 0 0.000000 
1603.913288 2003.624535 20.268537 0 0.000000 
1078.879237 200.602484 20.290581 0 0.000000 
365.817895 1757.216428 20.312625 0 0.000000 
570.808133 169.031153 20.334669 0 0.000000 
2012.896751 729.594433 20.356713 0 0.000000 
874.263051 1661.852926 20.378758 0 0.000000 
988.051208 1505.838776 20.400802 0 0.000000 
967.103860 1357.944253 20.422846 0 0.000000 
1089.008901 1733.072922 20.444890 0 0.000000 
598.463493 398.563870 20.466934 0 0.000000 
1236.678830 863.452598 20.488978 0 0.000000 
1857.511155 689.426562 20.511022 0 0.000000 
1556.167016 1855.313331 20.533066 0 0.000000 
587.098645 1497.755304 20.555110 0 0.000000 
338.639361 1003.298559 20.577154 0 0.000000 
654.844669 893.177262 20.599198 0 0.000000 
883.074303 1469.305707 20.621242 0 0.000000 
1922.131670 2048.594768 20.643287 0 0.000000 
850.724735 338.636210 20.665331 0 0.000000 
7.137454 288.521383 20.687375 0 0.000000 
695.266424 1481.970586 20.709419 0 0.000000 
237.557428 1917.291286 20.731463 0 0.000000 
1091.741843 1723.078132 20.753507 0 0.000000 
394.446996 1825.276797 20.775551 0 0.000000 
180.304247 1923.680284 20.797595 0 0.000000 
1857.301766 677.176038 20.819639 0 0.000000 
1415.629544 1304.165877 20.841683 0 0.000000 
153.205907 815.010532 20.863727 0 0.000000 
732.982992 2004.534271 20.885772 0 0.000000 
1597.090206 870.812202 20.907816 0 0.000000 
2042.975510 415.753177 20.929860 0 0.000000 
961.485825 925.361298 20.951904 0 0.000000 
692.572298 550.895134 20.973948 0 0.000000 
1350.591921 1524.424618 20.995992 0 0.000000 
260.152876 1407.629119 21.018036 0 0.000000 
21.952541 1475.422731 21.040080 0 0.000000 
624.923534 1269.202167 21.062124 0 0.000000 
667.804167 909.884500 21.084168 0 0.000000 
378.184521 625.448278 21.106212 0 0.000000 
475.396217 691.421551 21.128257 0 0.000000 
844.556074 493.102397 21.150301 0 0.000000 
650.667114 1266.295105 21.172345 0 0.000000 
981.990503 1538.311350 21.194389 0 0.000000 
967.756105 1690.327266 21.216433 0 0.000000 
1438.977839 34.151562 21.238477 0 0.000000 
1037.227554 90.358429 21.260521 0 0.000000 
1281.248553 35.194977 21.282565 0 0.000000 
1908.553123 1144.533093 21.304609 0 0.000000 
615.692119 819.995743 21.326653 0 0.000000 
140.926034 2025.425362 21.348697 0 0.000000 
871.998132 529.376056 21.370741 0 0.000000 
1042.309779 1814.199416 21.392786 0 0.000000 
74.667366 1546.767018 21.414830 0 0.000000 
1367.469967 1954.448830 21.436874 0 0.000000 
381.220705 478.737573 21.458918 0 0.000000 
337.058857 56.079824 21.480962 0 0.000000 
1456.921277 44.267943 21.503006 0 0.000000 
256.846928 1423.253635 21.525050 0 0.000000 
527.304134 1572.999931 21.547094 0 0.000000 
793.322352 755.929804 21.569138 0 0.000000 
1139.870343 432.611471 21.591182 0 0.000000 
32.834603 1125.959991 21.613226 0 0.000000 
94.216640 1196.143596 21.635271 0 0.000000 
1936.507691 1082.308250 21.657315 0 0.000000 
555.171581 1442.359241 21.679359 0 0.000000 
929.030290 1273.745603 21.701403 0 0.000000 
1585.236124 1771.449647 21.723447 0 0.000000 
1796.805065 800.448649 21.745491 0 0.000000 
1372.686424 1443.333611 21.767535 0 0.000000 
1319.081123 1497.369218 21.789579 0 0.000000 
346.213841 652.880163 21.811623 0 0.000000 
1921.152620 402.342515 21.833667 0 0.000000 
380.006792 1408.533443 21.855711 0 0.000000 
618.157282 226.168130 21.877756 0 0.000000 
828.694858 1060.874447 21.899800 0 0.000000 
1569.479945 1108.707845 21.921844 0 0.000000 
58.280977 563.374001 21.943888 0 0.000000 
724.783707 1045.220698 21.965932 0 0.000000 
466.460380 1047.065657 21.987976 0 0.000000 
1019.179841 20.734927 22.010020 0 0.000000 
1469.617469 289.825554 22.032064 0 0.000000 
589.652559 2062.979735 22.054108 0 0.000000 
1062.083429 436.051056 22.076152 0 0.000000 
1586.417030 1985.669649 22.098196 0 0.000000 
1660.578786 112.835612 22.120240 0 0.000000 
527.439340 663.735907 22.142285 0 0.000000 
761.911955 2019.646356 22.164329 0 0.000000 
963.714229 878.956117 22.186373 0 0.000000 
1099.821975 370.681473 22.208417 0 0.000000 
1567.488438 232.943723 22.230461 0 0.000000 
351.689381 1283.809234 22.252505 0 0.000000 
257.174229 1729.733045 22.274549 0 0.000000 
1080.530518 1081.118755 22.296593 0 0.000000 
1648.353958 1925.655212 22.318637 0 0.000000 
729.754866 869.081405 22.340681 0 0.000000 
277.894082 717.634039 22.362725 0 0.000000 
1113.725111 2057.602269 22.384770 0 0.000000 
644.185860 343.713877 22.406814 0 0.000000 
252.799068 502.349856 22.428858 0 0.000000 
132.299263 1269.974918 22.450902 0 0.000000 
1125.506576 167.980434 22.472946 0 0.000000 
642.419884 233.859238 22.494990 0 0.000000 
1644.761001 554.228920 22.517034 0 0.000000 
634.209366 309.879647 22.539078 0 0.000000 
556.695814 1153.529685 22.561122 0 0.000000 
1185.631953 1255.167145 22.583166 0 0.000000 
348.309193 1223.889017 22.605210 0 0.000000 
112.143847 1740.385888 22.627255 0 0.000000 
1312.194888 2011.636994 22.649299 0 0.000000 
86.781157 386.089715 22.671343 0 0.000000 
773.809246 857.852469 22.693387 0 0.000000 
26.074574 1202.595429 22.715431 0 0.000000 
1685.640008 777.792407 22.737475 0 0.000000 
885.305483 1095.293872 22.759519 0 0.000000 
1672.237159 2043.399222 22.781563 0 0.000000 
1409.898106 1402.328913 22.803607 0 0.000000 
1948.063534 328.803095 22.825651 0 0.000000 
2036.480832 1844.471723 22.847695 0 0.000000 
263.306315 61.595558 22.869739 0 0.000000 
1272.016907 1154.329320 22.891784 0 0.000000 
1857.164797 1020.072755 22.913828 0 0.000000 
1062.848678 1678.226871 22.935872 0 0.000000 
215.787713 164.754041 22.957916 0 0.000000 
892.978051 1290.562180 22.979960 0 0.000000 
1848.018387 2042.753467 23.002004 0 0.000000 
1321.172664 1687.481063 23.024048 0 0.000000 
1062.511612 64.202009 23.046092 0 0.000000 
1529.953177 544.259474 23.068136 0 0.000000 
2017.427925 1105.254008 23.090180 0 0.000000 
1531.903479 1414.950861 23.112224 0 0.000000 
715.605042 405.687240 23.134269 0 0.000000 
1665.239082 763.207663 23.156313 0 0.000000 
428.910298 1220.655612 23.178357 0 0.000000 
895.284886 886.342954 23.200401 0 0.000000 
1463.736767 1792.005643 23.222445 0 0.000000 
1072.760896 1537.033039 23.244489 0 0.000000 
158.219595 465.445443 23.266533 0 0.000000 
443.819555 262.867862 23.288577 0 0.000000 
523.409208 1020.164933 23.310621 0 0.000000 
414.202644 1681.202124 23.332665 0 0.000000 
1513.990858 1983.899668 23.354709 0 0.000000 
998.031431 959.716568 23.376754 0 0.000000 
1611.333051 998.743296 23.398798 0 0.000000 
1201.389945 1365.231806 23.420842 0 0.000000 
1966.397762 1023.276713 23.442886 0 0.000000 
1268.943653 214.434710 23.464930 0 0.000000 
806.840406 1478.800760 23.486974 0 0.000000 
863.686411 1072.567654 23.509018 0 0.000000 
70.846181 1661.068703 23.531062 0 0.000000 
355.373957 1826.909506 23.553106 0 0.000000 
1707.489874 1715.990837 23.575150 0 0.000000 
1438.197644 967.762461 23.597194 0 0.000000 
1513.481419 1561.203512 23.619238 0 0.000000 
1054.218675 444.723651 23.641283 0 0.000000 
1873.683104 1937.099294 23.663327 0 0.000000 
654.576245 877.933525 23.685371 0 0.000000 
1176.717090 422.034109 23.707415 0 0.000000 
1442.049867 1367.356810 23.729459 0 0.000000 
1142.300455 681.954093 23.751503 0 0.000000 
1684.764641 1292.410334 23.773547 0 0.000000 
1042.731112 1867.478270 23.795591 0 0.000000 
1634.450970 1026.041620 23.817635 0 0.000000 
416.027338 1746.534866 23.839679 0 0.000000 
576.373166 10.586808 23.861723 0 0.000000 
1817.262927 601.164417 23.883768 0 0.000000 
1845.001402 201.199446 23.905812 0 0.000000 
1212.113818 2047.811664 23.927856 0 0.000000 
373.120306 144.430006 23.949900 0 0.000000 
1447.826641 1968.998555 23.971944 0 0.000000 
1570.410341 880.217562 23.993988 0 0.000000 
1121.027896 143.102942 24.016032 0 0.000000 
347.901265 1753.799976 24.038076 0 0.000000 
768.305768 1122.191943 24.060120 0 0.000000 
665.266557 203.107830 24.082164 0 0.000000 
112.827952 156.015925 24.104208 0 0.000000 
779.842611 947.755397 24.126253 0 0.000000 
1653.673018 141.505927 24.148297 0 0.000000 
1032.820968 605.011896 24.170341 0 0.000000 
81.579784 206.086418 24.192385 0 0.000000 
404.967887 1558.351189 24.214429 0 0.000000 
2029.063974 2064.752461 24.236473 0 0.000000 
283.695426 1806.009388 24.258517 0 0.000000 
212.011008 1983.310286 24.280561 0 0.000000 
228.570214 1004.857910 24.302605 0 0.000000 
629.033423 1978.697894 24.324649 0 0.000000 
253.899600 1373.547656 24.346693 0 0.000000 
1700.802789 1779.685807 24.368737 0 0.000000 
59.614103 38.868496 24.390782 0 0.000000 
592.664673 846.032295 24.412826 0 0.000000 
1430.918330 394.743285 24.434870 0 0.000000 
643.171560 1620.825580 24.456914 0 0.000000 
1535.071438 1806.956427 24.478958 0 0.000000 
502.865513 937.960211 24.501002 0 0.000000 
1410.666267 2004.786354 24.523046 0 0.000000 
935.935025 1292.012158 24.545090 0 0.000000 
1986.851393 848.216956 24.567134 0 0.000000 
200.586725 439.653622 24.589178 0 0.000000 
1282.422481 814.615145 24.611222 0 0.000000 
26.551181 981.443825 24.633267 0 0.000000 
1668.011645 1903.351454 24.655311 0 0.000000 
163.887633 8.298199 24.677355 0 0.000000 
975.875889 1020.853546 24.699399 0 0.000000 
1554.118004 1285.445460 24.721443 0 0.000000 
1881.887257 319.246268 24.743487 0 0.000000 
146.804485 1768.572369 24.765531 0 0.000000 
1432.150047 1363.106842 24.787575 0 0.000000 
744.701990 273.935298 24.809619 0 0.000000 
677.331022 74.153323 24.831663 0 0.000000 
1315.253175 1401.775928 24.853707 0 0.000000 
1830.422875 1913.807921 24.875752 0 0.000000 
811.034522 318.717271 24.897796 0 0.000000 
351.804687 24.491850 24.919840 0 0.000000 
324.514860 1499.918266 24.941884 0 0.000000 
1030.896042 1111.371712 24.963928 0 0.000000 
1917.077034 1009.785225 24.985972 0 0.000000 
1719.130313 873.284320 25.008016 0 0.000000 
389.784408 605.470587 25.030060 0 0.000000 
9.860942 1648.336398 25.052104 0 0.000000 
1243.367495 405.407777 25.074148 0 0.000000 
151.435008 566.146973 25.096192 0 0.000000 
1005.261966 1576.997950 25.118236 0 0.000000 
586.779260 324.190195 25.140281 0 0.000000 
1437.645056 1558.785628 25.162325 0 0.000000 
612.377413 546.497604 25.184369 0 0.000000 
697.114641 1507.526464 25.206413 0 0.000000 
56.028806 1104.657797 25.228457 0 0.000000 
1273.092225 949.853628 25.250501 0 0.000000 
1317.909132 1461.449945 25.272545 0 0.000000 
318.521393 241.031832 25.294589 0 0.000000 
1458.636172 589.521174 25.316633 0 0.000000 
1754.393197 1565.333421 25.338677 0 0.000000 
1413.559671 660.222712 25.360721 0 0.000000 
579.403841 2011.984913 25.382766 0 0.000000 
913.141198 643.735346 25.404810 0 0.000000 
1977.443019 304.275907 25.426854 0 0.000000 
788.777091 121.293684 25.448898 0 0.000000 
524.926005 2061.175071 25.470942 0 0.000000 
1339.865859 2014.184633 25.492986 0 0.000000 
994.251578 1030.281743 25.515030 0 0.000000 
1986.259228 786.798564 25.537074 0 0.000000 
95.025883 1349.398504 25.559118 0 0.000000 
1570.936384 1653.674460 25.581162 0 0.000000 
1527.300204 1507.585820 25.603206 0 0.000000 
1967.334018 668.995526 25.625251 0 0.000000 
1791.503859 338.638323 25.647295 0 0.000000 
913.195592 373.186128 25.669339 0 0.000000 
1010.828939 1484.891852 25.691383 0 0.000000 
887.787499 354.146655 25.713427 0 0.000000 
999.291267 1770.596121 25.735471 0 0.000000 
482.616603 1979.433585 25.757515 0 0.000000 
1143.895094 1009.820535 25.779559 0 0.000000 
635.624981 871.906322 25.801603 0 0.000000 
1011.728260 1429.046332 25.823647 0 0.000000 
1162.267740 1674.926957 25.845691 0 0.000000 
1542.401314 885.114108 25.867735 0 0.000000 
325.038255 1522.947242 25.889780 0 0.000000 
182.858269 674.972195 25.911824 0 0.000000 
908.602445 858.543153 25.933868 0 0.000000 
1837.764541 1857.322459 25.955912 0 0.000000 
1448.407305 753.361986 25.977956 0 0.000000 
124.627660 1554.829801 26.000000 0 0.000000 
