#xcoor       ycooord	   magnitude     type    rotation
428.500      2626.69       21.984900       0      0.00000
2662.31      2296.30       23.703282       0      0.00000
2731.86      2928.05       23.233232       0      0.00000
676.493      324.904       21.786403       0      0.00000
3036.27      4022.92       22.632115       0      0.00000
786.117      3141.76       20.479376       0      0.00000
137.513      2034.23       19.755737       0      0.00000
2443.11      2653.23       24.749309       0      0.00000
2607.40      1373.58       22.558829       0      0.00000
1219.30      3855.96       20.396540       0      0.00000
3251.07      3116.88       21.356120       0      0.00000
3621.72      3514.57       21.263924       0      0.00000
999.942      2304.72       20.402112       0      0.00000
3425.77      235.756       22.649734       0      0.00000
2871.41      2147.12       17.335796       0      0.00000
1258.16      1851.56       15.482872       0      0.00000
2601.40      2376.35       21.873303       0      0.00000
36.7110      3740.45       20.207760       0      0.00000
2584.85      3592.59       18.203627       0      0.00000
260.727      3859.77       22.479376       0      0.00000
1161.31      596.144       24.949309       0      0.00000
2493.88      747.411       19.536619       0      0.00000
2486.80      702.836       16.504774       0      0.00000
3634.35      3397.60       21.525559       0      0.00000
356.160      1559.13       21.706314       0      0.00000
1733.46      3327.41       18.332937       0      0.00000
1035.40      2416.62       23.161663       0      0.00000
3183.01      3066.48       23.488035       0      0.00000
1357.60      645.930       15.565006       0      0.00000
3559.13      3391.12       22.029779       0      0.00000
1007.17      1952.10       16.608958       0      0.00000
1721.95      2461.87       16.664560       0      0.00000
364.576      3698.46       20.776833       0      0.00000
3414.61      4004.47       22.133055       0      0.00000
2516.49      985.822       21.955436       0      0.00000
3001.70      1175.18       20.977236       0      0.00000
3551.25      1024.00       20.157250       0      0.00000
3015.21      1769.05       23.425392       0      0.00000
3063.90      1387.65       20.556459       0      0.00000
2544.56      3128.97       23.083965       0      0.00000
197.829      3419.51       21.877836       0      0.00000
2187.18      889.874       17.649309       0      0.00000
1973.29      582.068       21.316236       0      0.00000
3966.66      4018.56       27.501543       8      89.162
3808.25      1083.04       27.582626       8      301.64
2541.66      1419.29       26.186070       8      144.08
1674.10      3669.06       27.917478       8      229.83
3614.08      1608.61       23.550410       8      342.93
1611.62      2077.26       28.146559       8      2.8771
2151.28      3116.54       28.311793       8      20.010
1167.13      156.778       27.440555       8      232.78
2975.12      3891.56       28.157599       8      103.86
2546.62      2961.03       24.827615       8      115.07
3997.08      2491.78       27.444756       8      177.05
2113.09      3907.22       26.108662       8      28.125
2188.90      3432.70       25.810356       8      48.052
3149.36      3328.96       24.118855       8      325.65
3240.16      3518.25       28.380748       8      125.39
3730.77      1162.63       28.200559       8      262.51
1973.79      607.088       22.526925       8      61.368
1491.43      2910.10       27.242119       8      159.73
402.026      2481.53       28.054475       8      3.0357
2432.00      2859.37       26.502225       8      166.75
1218.42      353.692       28.397301       8      256.46
2728.37      31.3694       28.112271       8      94.253
3678.80      3341.43       24.890611       8      198.03
2873.38      2462.13       28.339562       8      12.509
2402.46      2678.58       26.789417       8     0.11372
3912.51      3588.19       28.157310       8      149.87
884.777      3245.25       28.284592       8      258.58
3253.15      3093.79       28.013628       8      123.14
2059.49      2097.84       28.407532       8      90.530
1766.21      1277.44       28.424301       8      120.78
510.008      464.467       28.415467       8      359.93
2304.98      3085.77       28.280023       8      118.57
808.152      3898.35       25.892865       8      128.19
715.672      2314.17       27.032544       8      15.655
2586.38      4056.00       26.193106       8      296.22
3389.99      2462.24       27.630883       8      332.59
405.900      324.213       28.102683       8      167.78
2363.14      1846.71       26.145206       8      305.34
2464.59      1439.16       26.624445       8      96.417
1410.05      55.9944       26.821846       8      349.19
3141.53      2223.65       28.286741       8      311.71
1687.07      2996.50       21.230696       8      13.384
168.787      2854.14       28.075329       8      229.41
1660.78      784.617       26.484855       8      111.43
1055.87      3652.31       26.460294       8      217.13
1005.74      1539.55       27.850668       8      321.66
2467.04      2151.84       28.133726       8      329.19
72.0808      2588.81       24.357928       8      162.60
488.301      3071.60       27.844414       8      115.45
1890.36      2160.39       26.172248       8      305.82
2593.62      2115.30       28.372494       8      280.96
3885.08      144.275       24.779514       8      32.437
280.063      3562.57       24.666936       8      318.12
2955.87      3311.14       28.193253       8      216.36
1039.99      604.777       28.233620       8      176.06
428.386      951.214       26.762776       8      181.87
1344.88      306.547       28.464160       8      143.95
1229.04      2513.39       27.548721       8      214.31
353.012      2323.68       24.383833       8      130.38
3326.64      4003.30       26.524952       8      348.27
2444.19      1419.68       24.444668       8      304.72
2694.35      1771.44       26.967392       8      296.55
2056.59      3288.12       27.016916       8      142.04
717.486      2010.37       28.146444       8      127.08
1891.41      362.406       24.673982       8      298.27
1696.44      1731.39       23.027703       8      298.34
652.560      1052.06       28.175046       8      65.739
1414.77      953.020       27.157265       8      174.62
3142.73      697.333       24.905699       8      86.671
1916.07      131.632       28.253984       8      212.05
787.010      2362.75       27.922849       8      2.6791
3586.76      3848.27       26.086186       8      211.71
3124.49      1330.85       26.449163       8      274.10
2452.35      2930.35       26.213782       8      57.188
2753.80      1806.09       28.477415       8      334.78
2360.84      3700.35       28.445257       8      118.91
2759.27      2596.44       28.282331       8      288.02
1458.27      164.997       27.660137       8      280.98
125.656      2718.36       27.795407       8      242.88
2735.46      1213.26       25.640958       8      310.56
820.261      233.490       25.282305       8      269.56
1407.86      3364.91       27.173148       8      327.26
354.656      3793.86       25.134712       8      298.46
352.152      4026.18       27.176087       8      51.084
2113.26      1402.26       27.812148       8      307.17
635.187      2401.74       27.753833       8      101.08
1885.86      4.66485       21.725971       8      313.08
2678.19      2649.76       25.262687       8      315.38
3957.56      2448.62       27.344916       8      148.08
3857.36      1447.49       27.211360       8      28.423
969.689      336.449       18.126733       8      334.24
3210.28      3790.73       27.067221       8      60.240
3999.90      1660.80       26.074742       8      80.748
3357.91      620.847       27.642724       8      148.75
2195.19      965.248       26.183174       8      45.858
903.526      2101.33       27.950266       8      265.79
3837.28      3470.80       27.672440       8      72.487
2635.81      1403.66       26.492041       8      239.80
1441.35      1020.86       26.861631       8      341.20
3081.18      4072.81       27.478345       8      164.06
740.279      1415.17       27.576998       8      225.60
2574.05      1390.50       26.123046       8      2.6001
1570.41      407.424       27.540479       8      248.35
548.368      2999.78       27.955127       8      351.75
243.987      528.340       25.913258       8      300.62
2589.43      2373.92       27.637039       8      146.76
284.037      2566.87       25.878573       8      346.51
1197.09      1907.19       26.886284       8      87.843
1027.98      1160.05       27.825975       8      211.13
409.815      1079.41       25.221350       8      276.60
2386.90      816.191       27.135312       8      254.10
2737.38      1206.05       27.219981       8      42.496
1709.80      1791.82       26.385525       8      9.2173
1287.66      2626.04       24.198610       8      33.995
2652.64      2675.25       26.272167       8      143.78
1130.27      3650.74       26.045997       8      173.48
921.559      1984.15       23.959565       8      338.97
1187.92      3961.36       26.862997       8      66.351
1842.00      1198.70       25.478337       8      173.74
596.195      2152.56       27.744624       8      141.23
1798.00      993.139       28.098826       8      94.297
905.804      3730.12       27.316347       8      353.78
3639.93      1487.38       28.494652       8      4.3902
3442.18      3326.97       25.984867       8      328.84
1245.29      1207.36       27.629125       8      168.66
2561.91      3666.10       27.169949       8      22.514
1510.09      3042.76       27.749146       8      336.29
3402.28      3148.56       28.041795       8      58.721
1696.08      4119.43       28.058802       8      336.97
2137.53      1358.35       27.319645       8      72.772
4085.78      856.209       25.519735       8      138.25
2726.44      2683.33       27.813851       8      239.45
3447.13      1845.93       26.490294       8      217.09
2618.90      1369.68       28.217556       8      307.51
2881.26      2013.82       28.031212       8      226.15
2527.54      3978.98       26.361481       8      42.670
2319.46      2396.52       23.601755       8      175.86
1626.47      704.352       27.614212       8      73.312
1976.09      928.983       28.133906       8      353.98
1850.42      2757.14       27.054188       8      2.3525
321.504      3467.33       25.568213       8      298.74
3314.05      2533.32       27.781793       8      347.39
1613.27      3991.70       27.504397       8      318.74
2550.94      3702.00       25.603649       8      56.593
1071.68      1994.10       26.831004       8      173.59
1202.92      847.665       26.790055       8      193.42
1967.38      1015.91       27.319874       8      52.474
737.108      1915.34       27.635967       8      200.57
3123.38      1600.86       28.072727       8      350.82
1947.66      519.622       27.372976       8      125.86
1766.30      3394.00       27.849659       8      53.981
177.875      2418.99       27.708690       8      269.18
2758.11      3994.21       26.751424       8      77.525
2913.43      571.135       26.311680       8      155.17
2055.74      3654.75       27.305637       8      246.67
3553.11      430.103       28.293140       8      129.40
3549.34      2673.31       28.429074       8      198.38
3180.94      995.050       25.049672       8      109.08
2026.94      3380.13       27.721731       8      141.10
320.747      3168.55       27.533666       8      2.5566
3649.40      2068.84       27.879522       8      3.7599
2418.42      3934.50       25.095433       8      204.25
1631.53      302.381       28.443177       8      203.50
3428.06      2164.34       27.988269       8      261.09
2406.60      1938.25       27.381857       8      315.84
1157.82      1880.29       27.736021       8      305.19
3769.54      3048.17       26.877935       8      147.62
1398.98      222.371       28.356275       8      30.853
3500.22      1162.71       27.975626       8      38.474
984.548      379.957       28.179334       8      14.641
896.258      665.684       27.538741       8      71.991
1798.25      2206.13       24.714443       8      245.79
2271.09      2223.80       27.447204       8      155.93
3105.89      1776.09       27.267425       8      63.258
3561.65      2478.38       27.581251       8      112.24
195.561      1212.07       28.296263       8      238.74
1285.06      2237.39       28.219645       8      84.169
731.623      1201.18       28.358257       8      247.85
2519.57      1980.87       25.844702       8      260.72
1040.42      10.9181       26.131866       8      291.37
518.347      2823.50       26.054020       8      252.03
3112.17      2922.81       28.119086       8      238.01
621.243      595.113       27.045863       8      31.095
2313.52      3886.50       28.083055       8      111.59
500.412      3556.75       27.604645       8      224.84
1658.04      2203.92       27.950025       8      139.87
3452.41      880.853       25.946305       8      87.554
646.831      482.313       28.115757       8      269.62
2973.25      4027.36       27.332053       8      286.79
486.709      243.511       27.630536       8      89.885
2373.99      155.264       28.274479       8      236.54
3702.07      2935.74       28.433564       8      288.62
3758.53      3400.39       26.447466       8      207.44
1034.58      3745.44       26.670032       8      188.12
3624.56      2112.37       26.489359       8      126.08
1806.24      2832.93       27.210593       8      33.287
1748.17      715.871       26.891422       8      206.37
466.777      756.586       27.981768       8      136.18
3506.90      1643.28       28.130352       8      74.318
532.460      2114.04       26.335498       8      246.80
2505.29      185.214       25.814012       8      245.99
251.722      832.106       25.136868       8      330.92
3388.90      4104.28       28.279918       8      195.13
1617.13      2487.93       27.601020       8      22.869
585.239      3699.42       27.633909       8      253.90
3591.75      1753.64       27.689797       8      150.21
3409.12      3484.41       26.322648       8      191.46
4061.86      1851.32       27.504757       8      113.17
1572.58      1692.17       27.894500       8      117.69
3739.77      464.235       28.379254       8      19.119
2014.02      1063.94       28.382334       8      266.53
1782.68      3620.30       28.044866       8      169.63
3883.65      102.793       27.616928       8      16.214
3672.42      3367.45       27.745648       8      99.242
1403.03      1183.31       27.844279       8      122.62
2373.89      3668.60       27.726861       8      226.88
3101.05      3868.04       27.684113       8      291.00
72.7740      1184.02       28.313187       8      148.83
3732.98      1297.49       28.421763       8      215.06
2729.96      2189.59       28.137168       8      225.87
3839.91      1229.14       24.723852       8      157.89
2728.86      1680.27       25.667464       8      164.59
1004.42      2763.55       27.125286       8      346.25
2869.28      1500.77       26.375465       8      230.27
720.616      2025.71       25.983586       8      52.991
2197.38      483.787       27.791307       8      247.13
848.628      3382.37       28.403284       8      153.40
3092.08      2929.87       28.335092       8      341.77
1990.65      2520.56       26.367663       8      230.92
3100.40      101.050       27.575224       8      29.802
2422.27      1471.83       25.709011       8      289.06
1827.93      1465.74       27.584979       8      135.17
2159.24      2588.80       28.477446       8      304.70
3618.03      1628.50       25.445764       8      256.52
3228.75      303.698       28.286128       8      116.40
1981.79      2654.98       20.350920       8      265.44
914.802      3467.29       24.844769       8      89.805
4074.78      1940.80       27.864418       8      204.78
2262.72      3924.42       27.493764       8      290.94
1613.09      265.268       28.221641       8      250.87
2352.92      3181.37       26.532797       8      178.58
2861.72      2776.99       25.451319       8      239.71
3760.84      1483.30       28.381992       8      149.71
1738.56      82.5660       27.672023       8      226.95
3286.67      2982.31       28.193122       8      326.01
3871.41      3809.70       28.053542       8      93.897
429.606      1362.85       28.098416       8      106.77
2825.49      2188.51       27.326188       8      241.37
110.661      3298.44       27.594685       8      290.54
663.535      2549.24       28.133724       8      249.33
2991.61      1212.96       26.228017       8      116.10
1818.03      1928.19       28.421608       8      143.88
1703.74      638.391       27.589099       8      195.81
167.096      711.260       27.045117       8      198.64
3664.15      391.657       28.073009       8      96.489
1559.96      2710.12       27.634649       8      198.69
221.392      1241.66       27.488191       8      259.99
404.084      723.691       27.851756       8      191.66
2928.42      3379.25       26.487902       8      212.76
368.122      1905.09       27.723175       8      139.88
3368.27      2594.37       27.473598       8      288.33
37.9094      1758.82       27.191577       8      265.23
2068.18      3992.45       26.030686       8      65.644
3793.65      1432.32       24.871743       8      187.90
295.384      3523.13       25.941009       8      250.13
660.585      4062.15       28.316872       8      351.38
1305.58      3368.89       27.494739       8      196.28
1819.15      2393.35       28.040960       8      247.51
901.692      675.368       27.795860       8      179.97
3161.21      4002.33       28.456787       8      141.40
2788.68      2193.81       27.620070       8      334.10
3158.70      3418.20       26.496374       8      308.66
2940.00      199.476       28.375592       8      302.49
1405.75      2347.41       27.614626       8      192.83
3319.45      1534.37       27.372503       8      108.73
2617.96      1596.99       28.139264       8      86.369
3776.86      1159.86       26.765313       8      336.29
998.495      3508.75       27.781743       8      95.631
1883.31      3203.59       27.367379       8      15.777
2426.47      1276.90       28.393260       8      115.15
1760.55      235.517       28.488563       8      296.46
3636.39      1813.71       27.620568       8      311.76
268.996      4101.29       27.881667       8      232.07
396.596      2745.91       27.928409       8      279.44
971.016      3458.83       28.248624       8      15.352
3318.53      3005.62       26.748792       8      225.26
3841.86      367.985       22.074991       8      173.40
898.726      18.2689       27.307763       8      140.89
2097.44      1684.09       26.842488       8      219.62
2213.17      3603.31       28.427870       8      346.29
3011.03      2648.46       25.531816       8      165.05
613.954      337.521       28.200153       8      59.945
1239.34      652.676       28.324761       8      103.65
1338.26      386.313       28.354002       8      357.36
1878.49      3260.93       28.059753       8      127.51
3426.25      2415.14       26.480343       8      348.32
2299.27      1315.22       27.046754       8      267.89
1320.75      2138.61       27.067484       8      295.55
3496.11      781.982       28.306605       8      45.664
3109.44      525.336       26.531141       8      138.01
1171.03      2775.60       28.211498       8      8.9990
2523.56      2671.02       27.595708       8      316.68
3760.14      3997.71       25.174706       8      115.59
1175.36      1392.79       28.284172       8      248.36
1993.35      2464.68       26.826194       8      181.09
1774.14      2640.72       25.468472       8      133.94
3873.28      2184.70       24.969465       8      304.69
1941.01      594.751       26.321976       8      322.05
1813.07      499.005       27.628846       8      323.04
2025.97      769.615       27.554386       8      236.15
1662.58      3782.64       28.383004       8      124.05
3128.87      3249.53       27.941795       8      318.10
2405.03      822.347       27.509430       8      118.46
3348.78      672.183       27.221657       8      225.59
467.012      1423.14       26.816655       8      307.76
1801.37      2766.67       27.728331       8      52.856
129.954      2957.70       26.578928       8      241.72
2451.76      986.422       27.762775       8      94.069
1094.22      3985.45       25.142001       8      92.824
226.851      1269.34       27.494453       8      253.44
2943.04      317.910       26.527622       8      47.246
197.028      4035.43       27.578521       8      101.25
969.201      2922.33       26.505108       8      337.30
2018.21      1518.96       26.380227       8      246.03
966.322      2392.06       26.791897       8      119.06
31.0902      3784.02       27.379018       8      336.24
2091.39      2697.82       28.309886       8      241.49
1006.35      1780.51       28.384340       8      172.55
4053.61      1328.17       26.867848       8      227.34
1239.68      274.580       26.494690       8      44.823
3527.05      3804.44       27.473112       8      327.95
3629.69      3676.91       28.217149       8      120.58
499.997      2383.60       25.426504       8      306.77
1839.82      173.051       28.266061       8      234.72
1099.30      442.580       27.973210       8      150.44
858.153      925.956       28.027320       8      118.18
3872.66      1653.46       27.843983       8      291.98
3861.16      2094.25       21.312741       8      53.738
2296.28      1044.28       28.142622       8      94.538
1139.23      1696.28       27.027846       8      180.40
1830.80      1246.39       25.391427       8      264.93
1513.78      454.803       28.320786       8      297.32
2490.85      545.570       24.574117       8      270.18
360.008      2549.52       28.362203       8      272.52
2559.28      3557.55       25.044184       8      244.70
1008.93      1542.21       25.958023       8      214.54
2879.02      2265.27       25.589028       8      47.503
3671.18      3591.62       27.079115       8      210.92
2986.35      274.352       27.151873       8      118.57
1610.33      2466.71       25.304802       8      83.148
340.955      208.743       24.245976       8      37.477
3728.80      3391.04       26.699793       8      216.53
3667.28      1701.20       26.882040       8      228.00
43.7285      1059.87       21.281384       8      302.37
305.705      2912.16       28.432183       8      203.13
1680.78      261.473       27.316471       8      165.81
2109.52      3746.55       28.307332       8      310.85
1604.74      1703.47       28.109513       8      237.17
1732.86      1090.63       27.328306       8      60.931
3013.15      678.931       27.156391       8      285.84
1760.65      1927.11       27.284500       8      323.08
1430.31      836.801       28.056080       8      130.12
2430.56      2351.92       27.545946       8      90.141
3646.76      1964.79       25.191048       8      61.050
698.070      21.2283       27.431629       8      170.40
1404.20      3196.87       27.187707       8      35.415
2252.32      2745.43       26.758992       8      10.385
657.854      3198.84       28.063383       8      304.26
2241.16      365.207       22.986960       8      299.07
3695.47      2102.93       26.597418       8      132.04
558.956      282.655       27.812411       8      60.894
2526.91      1592.77       27.330629       8      294.00
1187.17      1207.14       27.506860       8      264.59
1420.60      234.796       28.090472       8      323.64
1101.94      3336.98       25.935040       8      315.57
1440.62      1871.06       27.626657       8      99.371
3162.72      3923.05       27.637300       8      331.78
119.634      1922.08       26.861433       8      23.878
1526.57      3133.65       25.427375       8      173.77
1571.76      488.107       26.360783       8      7.4096
1777.93      159.877       28.480072       8      58.785
1777.18      3701.48       26.161786       8      161.95
1301.31      3676.31       25.644805       8      55.152
329.713      762.317       27.565894       8      160.67
3791.30      2988.79       28.473445       8      343.73
2836.56      2697.50       27.697772       8      27.092
1831.22      3702.33       28.315637       8      53.036
1032.25      3066.89       24.620633       8      205.86
2106.46      3740.64       26.441165       8      210.10
3174.65      760.046       27.802039       8      308.49
1535.84      2632.78       26.033464       8      167.47
2713.48      520.510       28.059116       8      37.214
2513.43      1254.58       26.385983       8      334.55
3349.74      1198.74       25.977721       8      29.433
2658.48      2868.25       27.838457       8      348.91
882.780      2340.86       26.495461       8      175.01
1021.76      1285.86       28.171427       8      31.449
1134.81      2812.99       28.026801       8      269.46
1119.97      2018.46       27.187792       8      148.98
2202.04      1020.85       28.337651       8      215.46
188.135      490.788       27.299624       8      310.67
3486.73      883.885       26.930704       8      287.13
397.422      358.034       27.940960       8      243.34
3241.41      991.170       27.818002       8      249.18
1499.16      718.900       27.106054       8      153.86
2455.59      378.034       27.647585       8      206.50
1354.73      1021.25       28.325107       8      93.278
3408.72      3937.00       26.482288       8      74.542
3325.80      748.516       28.107187       8      206.24
1470.58      3448.87       28.241224       8      289.59
854.020      961.092       27.348782       8      58.670
3014.66      4080.89       28.372793       8      352.69
3929.17      2610.20       27.304725       8      19.109
1098.43      2728.94       27.946469       8      94.682
2277.04      3717.89       27.023183       8      61.237
1305.24      2446.48       27.388702       8      126.60
3624.46      3551.78       28.388412       8      294.65
3976.58      1990.38       27.372846       8      324.13
1685.57      2419.45       27.743499       8      94.079
2580.10      1970.67       27.815856       8      24.487
2745.55      3798.48       27.618649       8      281.64
3877.72      2877.38       25.985794       8      231.16
3217.81      3630.92       26.531578       8      115.46
1162.81      957.703       27.970529       8      107.88
3707.72      3097.85       27.994465       8      220.27
1962.56      2080.77       27.478869       8      12.408
2341.54      2634.59       27.075040       8      18.251
2264.08      3984.39       28.141816       8      123.35
568.664      386.902       27.963582       8      45.580
4041.36      1532.13       28.066991       8      236.83
3678.30      3852.88       28.227009       8      34.037
2191.53      3705.55       27.679127       8      311.91
3704.20      704.834       27.482569       8      114.04
4083.95      3020.31       27.696683       8      255.92
2940.58      3303.69       25.409872       8      30.518
3490.93      3583.94       26.179567       8      247.72
782.273      3098.18       27.529257       8      166.19
3161.70      49.3138       28.200357       8      20.410
1138.02      1315.32       27.030686       8      52.493
2262.86      2990.17       28.019118       8      17.775
2215.20      2194.98       25.553341       8      84.415
1321.85      3441.81       27.363283       8      246.88
1566.92      738.226       27.814744       8      309.33
660.282      1768.89       27.877605       8      203.57
2158.05      3338.58       28.469493       8      13.401
2227.07      2416.31       28.490352       8      93.072
3691.72      1617.22       27.798768       8      340.60
2382.70      2502.58       27.829139       8      138.11
2700.99      769.709       28.486300       8      87.860
80.2034      1557.01       26.031630       8      66.064
3888.03      769.713       23.254529       8      81.259
395.116      481.433       28.129318       8      324.70
3605.99      589.066       27.555379       8      189.71
3952.67      136.372       27.781983       8      78.008
3018.08      907.723       24.285158       8      333.80
1227.26      3837.18       27.191727       8      337.76
2480.10      1780.26       27.922696       8      190.46
1128.58      729.958       27.568719       8      317.35
1660.22      1984.39       26.563671       8      121.53
611.941      291.307       27.390899       8      17.959
1340.08      1975.87       27.871313       8      102.94
594.684      3858.28       27.614685       8      348.40
3147.43      1139.83       27.405374       8      345.40
3741.02      3017.99       26.161724       8      118.64
1031.09      1152.81       28.089205       8      32.442
2960.69      1506.14       25.713642       8      347.91
1913.34      3653.19       28.326898       8      85.664
