#xcoord      ycooord     mag    type rot
3282.657391 2243.217881 27.547227 0 0.00000
3618.023318 3145.085684 24.701487 0 0.00000
2843.814702 275.379154 28.393320 0 0.00000
3706.781489 850.594444 27.605576 0 0.00000
3228.596935 3412.272501 17.232283 0 0.00000
2710.222621 1669.035198 28.433431 0 0.00000
324.795343 201.817070 27.274079 0 0.00000
1049.683110 1467.976039 24.514262 0 0.00000
120.082599 3308.966567 29.834076 0 0.00000
880.265368 2912.381776 28.220217 0 0.00000
3724.394996 3949.866741 29.534973 0 0.00000
1853.213738 753.364852 21.643373 0 0.00000
398.646228 2635.668947 26.852132 0 0.00000
3018.741591 2486.194587 23.204520 0 0.00000
2656.620682 2884.336436 27.164774 0 0.00000
2972.221359 3897.236022 23.261358 0 0.00000
2552.639073 535.302687 20.448155 0 0.00000
1543.930140 201.585982 26.779958 0 0.00000
2179.647714 1334.057144 29.033153 0 0.00000
361.997339 2146.361345 29.905043 0 0.00000
4072.827184 1285.060686 20.524902 0 0.00000
2703.182275 3370.374611 25.063720 0 0.00000
2145.271636 2833.109405 23.647814 0 0.00000
3420.449687 2350.450113 28.241618 0 0.00000
2139.004253 3008.218981 20.350907 0 0.00000
2927.332537 3423.717427 25.813387 0 0.00000
2033.367537 511.800827 23.205158 0 0.00000
2035.929612 1032.153645 23.992972 0 0.00000
3689.138980 1822.566328 25.340362 0 0.00000
558.085085 230.057048 27.851499 0 0.00000
1994.471423 1365.803920 23.333563 0 0.00000
3423.979179 354.264739 20.471769 0 0.00000
3048.191075 1722.078267 24.879681 0 0.00000
2268.098995 3695.564188 17.417488 0 0.00000
3811.386906 1318.222289 23.043623 0 0.00000
696.207271 3613.216938 26.202237 0 0.00000
2396.624569 3934.819828 27.592558 0 0.00000
3815.280242 3732.864201 21.385174 0 0.00000
525.864598 751.617817 27.741432 0 0.00000
1886.786059 4031.251669 28.372465 0 0.00000
1304.282933 3965.291778 26.299105 0 0.00000
2487.704518 3322.822757 21.615727 0 0.00000
235.858276 1953.865633 19.676356 0 0.00000
2577.722478 805.849030 25.500216 0 0.00000
327.593520 3096.396867 29.170303 0 0.00000
1608.293506 2908.422994 22.010914 0 0.00000
360.667077 1230.854079 26.446605 0 0.00000
119.677746 2403.779197 20.697888 0 0.00000
336.105774 2003.246955 26.752296 0 0.00000
517.568061 2718.543879 25.280569 0 0.00000
859.420735 3189.465497 21.887438 0 0.00000
1025.092065 3115.287124 23.660999 0 0.00000
2721.103764 531.381432 28.432879 0 0.00000
2898.004680 495.525910 25.659505 0 0.00000
3610.005012 2572.787505 24.809794 0 0.00000
2617.882401 1938.122028 22.377372 0 0.00000
291.496864 1000.237341 21.219363 0 0.00000
3991.922677 2265.164587 20.589524 0 0.00000
1828.377465 3477.133294 22.889220 0 0.00000
246.016188 857.672954 20.492399 0 0.00000
4047.673048 37.471763 27.969647 0 0.00000
1067.259224 1202.199160 18.894539 0 0.00000
3926.344408 681.084695 27.526752 0 0.00000
1426.160050 891.379446 23.279368 0 0.00000
2622.340019 1199.153822 24.445480 0 0.00000
548.317592 3780.069729 20.604842 0 0.00000
1290.976818 22.360507 25.137138 0 0.00000
132.287699 1247.819879 18.465348 0 0.00000
2037.253815 684.570608 26.748740 0 0.00000
1400.524594 3341.788118 28.854102 0 0.00000
1153.193145 558.796219 29.277394 0 0.00000
2949.760514 3138.630291 26.788067 0 0.00000
3046.371201 136.678095 20.194537 0 0.00000
2668.459190 1090.538705 26.661828 0 0.00000
1635.480373 2816.849348 28.239710 0 0.00000
2064.649716 998.087230 22.392947 0 0.00000
3820.307415 422.018910 29.389510 0 0.00000
272.672175 1305.296403 24.860450 0 0.00000
906.180774 1116.354987 28.957732 0 0.00000
1401.519016 562.251143 24.185750 0 0.00000
3381.069540 3118.054220 23.149273 0 0.00000
1777.239609 2848.250251 25.181311 0 0.00000
4091.724526 3984.783645 27.711600 0 0.00000
2162.275385 4094.734836 24.556147 0 0.00000
1639.096402 2946.057495 28.650858 0 0.00000
3409.392432 245.422229 18.870749 0 0.00000
2845.296900 1126.446461 23.898463 0 0.00000
505.946395 1555.665193 25.617077 0 0.00000
1403.599963 1715.560539 20.151980 0 0.00000
3066.683893 3109.799123 21.729443 0 0.00000
3072.342820 2635.934025 27.303118 0 0.00000
2345.578252 2336.800754 29.854376 0 0.00000
1672.592013 3695.903956 24.597486 0 0.00000
1054.366963 3746.320405 21.220039 0 0.00000
1807.732657 834.951255 28.988387 0 0.00000
2680.768375 3898.529456 25.835274 0 0.00000
3633.151270 1400.253985 21.993095 0 0.00000
19.818462 2734.238333 22.467790 0 0.00000
1344.628521 3208.644154 21.287794 0 0.00000
3422.871713 643.757828 27.427602 0 0.00000
231.621879 50.511845 29.504781 0 0.00000
772.171183 3835.505937 20.895396 0 0.00000
1263.330492 1287.187202 21.315746 0 0.00000
3792.733897 995.561668 28.363274 0 0.00000
1182.406411 849.920417 21.436223 0 0.00000
59.922516 3503.790144 28.743919 0 0.00000
3384.204727 2818.098268 28.848912 0 0.00000
3601.918515 970.486728 28.190580 0 0.00000
2594.910328 1927.042264 16.463077 0 0.00000
2411.480860 187.861104 26.284443 0 0.00000
4022.065315 1903.008823 21.592253 0 0.00000
2347.816520 2836.407202 17.572885 0 0.00000
1755.175539 3123.874502 28.693991 0 0.00000
3231.830258 3616.576490 21.224115 0 0.00000
1393.876696 3794.620169 29.241895 0 0.00000
983.476905 20.327894 23.230582 0 0.00000
1763.737211 2822.100566 27.826524 0 0.00000
2636.155080 3606.002937 29.786469 0 0.00000
2934.289015 1631.819579 28.193390 0 0.00000
2033.585994 1157.591565 21.327310 0 0.00000
3767.878090 891.575359 27.236898 0 0.00000
3421.343072 2133.741961 26.272844 0 0.00000
1784.996511 1651.029148 22.817859 0 0.00000
188.005034 3768.974229 23.991735 0 0.00000
791.386070 2490.393935 18.728107 0 0.00000
3904.187680 2063.628708 18.706545 0 0.00000
3376.232308 3995.614845 16.770666 0 0.00000
2919.139854 855.543702 22.842672 0 0.00000
573.969551 1971.576202 27.729488 0 0.00000
3530.154645 173.419193 18.978621 0 0.00000
3482.834741 648.415099 27.547858 0 0.00000
1864.799543 2884.086805 22.909526 0 0.00000
1651.436554 3421.284633 19.996623 0 0.00000
2776.269789 893.877011 28.720592 0 0.00000
1998.689518 2351.883137 22.335850 0 0.00000
510.224376 10.495469 26.439827 0 0.00000
496.705160 960.956455 21.506034 0 0.00000
1970.006000 1107.386999 19.489927 0 0.00000
421.575061 2941.390581 20.741616 0 0.00000
2502.249851 61.188946 24.143028 0 0.00000
2420.045899 2235.953957 20.686889 0 0.00000
1206.933165 1132.922777 18.652685 0 0.00000
1816.396730 2477.502626 24.176169 0 0.00000
2317.971895 3299.115472 26.449752 0 0.00000
3356.848225 3538.224897 24.227668 0 0.00000
1886.264527 3292.541918 29.620051 0 0.00000
1048.120654 2739.763076 24.698908 0 0.00000
239.024238 766.194302 19.591113 0 0.00000
4040.526123 652.528264 22.148398 0 0.00000
2716.766245 1406.505231 16.712226 0 0.00000
2816.294692 1779.855041 28.296175 0 0.00000
870.123560 2984.407288 27.617661 0 0.00000
3996.186388 587.847437 20.181303 0 0.00000
2693.304533 1637.823827 28.858560 0 0.00000
2575.608658 3727.964269 23.254250 0 0.00000
625.486929 2856.984570 29.542789 0 0.00000
2108.610670 2712.521778 21.265678 0 0.00000
2156.962133 3848.434274 25.353132 0 0.00000
2854.213895 3879.861663 25.288243 0 0.00000
2744.126410 3062.786941 26.319479 0 0.00000
935.024454 1036.509090 29.697472 0 0.00000
2667.561641 335.008799 23.993268 0 0.00000
125.215099 3690.274030 28.497535 0 0.00000
3265.171924 1838.643599 28.475468 0 0.00000
2968.760100 3064.645758 23.525266 0 0.00000
2479.861376 3752.475760 26.684637 0 0.00000
3880.932154 2937.714423 18.378366 0 0.00000
380.908480 2521.595129 25.004584 0 0.00000
1325.462242 3717.142151 23.251828 0 0.00000
931.025978 950.804707 29.876311 0 0.00000
1340.265646 2516.873444 29.342295 0 0.00000
2426.635624 796.385763 27.982692 0 0.00000
2245.041816 357.811086 27.884938 0 0.00000
610.485498 2875.184711 28.492400 0 0.00000
23.257663 2747.101657 21.271565 0 0.00000
2685.327918 2638.440520 28.375178 0 0.00000
1094.729689 3977.140078 25.725288 0 0.00000
904.821865 854.421055 29.138164 0 0.00000
